business_category,item_code,total_amount,base_amount,total_nlc,units,gm,gm_percent
Apparel,CS601285XXL,3842,3659,0,0,3659,1
Apparel,CS601286L,5378,5122,-4217,-5,9339,1.8233112065599375
Apparel,CS601286M,-17838,-16220,-14331,-17,-1889,0.11646115906288533
Apparel,CS601286S,-1762,-1678,-1686,-2,8,-0.004767580452920143
Apparel,CS601286XL,4500,4286,843,1,3443,0.8033131124591694
Apparel,CS601286XXL,-990,-884,1686,2,-2570,2.9072398190045248
Apparel,CS601287L,14895,14287,25301,30,-11014,-0.770910618044376
Apparel,CS601287M,5739,5466,16024,19,-10558,-1.9315770215879986
Apparel,CS601287S,-2762,-2567,1687,2,-4254,1.6571873782625632
Apparel,CS601287XL,10592,10391,12650,15,-2259,-0.21739967279376382
Apparel,CS601287XXL,5745,5408,5058,6,350,0.0647189349112426
Apparel,CS601288L,7174,6582,20362,24,-13780,-2.0935885749012457
Apparel,CS601288M,2355,2178,15271,18,-13093,-6.01147842056933
Apparel,CS601288S,132,126,0,0,126,1
Apparel,CS601288XL,-7576,-7022,-2545,-3,-4477,0.6375676445457135
Apparel,CS601288XXL,1012,901,784,1,117,0.12985571587125416
Apparel,CS601289L,34916,32909,35633,42,-2724,-0.08277370931963901
Apparel,CS601289M,17732,16887,24604,29,-7717,-0.4569787410434062
Apparel,CS601289S,1069,954,848,1,106,0.1111111111111111
Apparel,CS601289XL,39764,37683,37330,44,353,0.009367619350900937
Apparel,CS601289XXL,1069,954,848,1,106,0.1111111111111111
Apparel,CS601290L,27649,26332,33007,40,-6675,-0.25349384778976153
Apparel,CS601290M,15808,15055,14850,18,205,0.013616738625041515
Apparel,CS601290S,1150,1095,4950,6,-3855,-3.5205479452054793
Apparel,CS601290XL,17092,16278,16500,20,-222,-0.01363803907113896
Apparel,CS601290XXL,4016,3825,3300,4,525,0.13725490196078433
Apparel,CS601291L,-2215,-1978,-1738,-2,-240,0.12133468149646107
Apparel,CS601291M,3673,3279,2607,3,672,0.20494053064958828
Apparel,CS601291XL,2119,1892,1738,2,154,0.08139534883720931
Apparel,CS601291XXL,1119,999,869,1,130,0.13013013013013014
Apparel,CS601292L,6522,6212,13073,17,-6861,-1.104475209272376
Apparel,CS601292M,19246,18330,25377,33,-7047,-0.3844517184942717
Apparel,CS601292S,1537,1464,769,1,695,0.47472677595628415
Apparel,CS601292XL,5258,5007,4614,6,393,0.07849011384062313
Apparel,CS601292XXL,-1076,-1025,4842,6,-5867,5.72390243902439
Apparel,CS601293L,7143,6803,-13073,-17,19876,2.921652212259297
Apparel,CS601293M,-11657,-11098,-24608,-32,13510,-1.2173364570192828
Apparel,CS601293S,2421,2306,-4614,-6,6920,3.0008673026886385
Apparel,CS601293XL,-6967,-6635,-13073,-17,6438,-0.9703089675960814
Apparel,CS601293XXL,6751,6430,6152,8,278,0.0432348367029549
Apparel,CS601294L,4176,3728,4190,5,-462,-0.12392703862660945
Apparel,CS601294M,1623,1450,1676,2,-226,-0.15586206896551724
Apparel,CS601294S,-9517,-8497,-6704,-8,-1793,0.21101565258326468
Apparel,CS601294XL,7079,6321,5866,7,455,0.07198228128460686
Apparel,CS601295L,19311,18306,20548,22,-2242,-0.12247350595433192
Apparel,CS601295M,25264,23780,22416,24,1364,0.057359125315391085
Apparel,CS601295S,6002,5561,5604,6,-43,-0.007732422226218306
Apparel,CS601295XL,15562,14681,14944,16,-263,-0.017914311014236087
Apparel,CS601295XXL,5626,5358,4670,5,688,0.12840612168719673
Apparel,CS601296L,4124,3928,-823,-1,4751,1.209521384928717
Apparel,CS601296M,9973,9498,2469,3,7029,0.7400505369551484
Apparel,CS601296S,33055,31481,18932,23,12549,0.3986213906800928
Apparel,CS601296XL,12391,11801,6585,8,5216,0.441996440979578
Apparel,CS601296XXL,-805,-766,-1646,-2,880,-1.1488250652741514
Apparel,CS601297L,337679,316926,162498,318,154428,0.48726832131159953
Apparel,CS601297M,326143,307219,155290,300,151929,0.49452996071206534
Apparel,CS601297S,91929,86426,48034,94,38392,0.44421817508620093
Apparel,CS601297XL,233586,218504,128772,252,89732,0.4106652509793871
Apparel,CS601297XS,42329,40031,19418,38,20613,0.5149259324023882
Apparel,CS601297XXL,130527,122777,69496,136,53281,0.43396564503123547
Apparel,CS601297XXXL,80091,75912,39816,79,36096,0.47549794498893455
Apparel,CS601298L,35948,34021,21033,25,12988,0.38176420446195
Apparel,CS601298M,22001,20803,-1758,-2,22561,1.0845070422535212
Apparel,CS601298S,-1437,-1369,-9630,-11,8261,-6.034331628926224
Apparel,CS601298XL,-20430,-19457,-35884,-41,16427,-0.8442719843758031
Apparel,CS601298XS,-12379,-11784,-13140,-15,1356,-0.11507128309572301
Apparel,CS601298XXL,-5400,-5137,-7016,-8,1879,-0.36577769125949
Apparel,CS601299L,-10569,-10066,-28350,-30,18284,-1.8164116828929069
Apparel,CS601299M,5797,5457,-13249,-14,18706,3.427890782481217
Apparel,CS601299S,-9462,-9011,-16116,-17,7105,-0.7884807457551881
Apparel,CS601299XL,3517,3205,-5658,-6,8863,2.7653666146645866
Apparel,CS601299XS,-10993,-9630,-12298,-13,2668,-0.2770508826583593
Apparel,CS601299XXL,-5513,-5663,-19866,-21,14203,-2.508034610630408
Apparel,CS601300L,146517,136105,88924,94,47181,0.3466514823114507
Apparel,CS601300M,68453,63438,38827,41,24611,0.38795359248400013
Apparel,CS601300S,27132,25066,16150,17,8916,0.3557009494933376
Apparel,CS601300XL,79924,73891,49153,52,24738,0.3347904345590126
Apparel,CS601300XS,17600,15635,10417,11,5218,0.3337384074192517
Apparel,CS601300XXL,68626,62974,44274,47,18700,0.29694794677168357
Apparel,CS601301L,-5893,-4064,-35986,-38,31922,-7.854822834645669
Apparel,CS601301M,48749,45119,18940,20,26179,0.5802211928455862
Apparel,CS601301S,9512,9059,0,0,9059,1
Apparel,CS601301XL,7131,7108,-9454,-10,16562,2.3300506471581315
Apparel,CS601301XS,-13148,-12515,-16072,-17,3557,-0.2842189372752697
Apparel,CS601301XXL,-32648,-29508,-35039,-37,5531,-0.18744069404907143
Apparel,CS601302L,52040,48210,17963,19,30247,0.6274009541588882
Apparel,CS601302M,20120,17494,-1894,-2,19388,1.1082656910940893
Apparel,CS601302S,-2954,-3279,-9500,-10,6221,-1.8972247636474535
Apparel,CS601302XL,-25269,-22166,-41543,-44,19377,-0.8741766669674276
Apparel,CS601302XS,-26070,-24829,-28305,-30,3476,-0.13999758347094124
Apparel,CS601302XXL,3906,5225,-14176,-15,19401,3.71311004784689
Apparel,CS601303L,519219,489426,190501,381,298925,0.6107664897246979
Apparel,CS601303M,534910,502630,198501,397,304129,0.6050753039014782
Apparel,CS601303S,220484,206187,90500,181,115687,0.561078050507549
Apparel,CS601303XL,473464,441988,189501,379,252487,0.5712530656940913
Apparel,CS601303XS,39026,33016,16000,32,17016,0.515386479282772
Apparel,CS601303XXL,211285,197584,77000,154,120584,0.6102923313628634
Apparel,CS601303XXXL,79124,74221,53622,81,20599,0.277536007329462
Apparel,CS601304L,16223,14574,2326,2,12248,0.8404007135995608
Apparel,CS601304M,5112,5455,-5791,-5,11246,2.0615948670944086
Apparel,CS601304S,8438,7534,5860,5,1674,0.2221927263074064
Apparel,CS601304XL,-11981,-10375,-23163,-20,12788,-1.2325783132530121
Apparel,CS601304XS,-19768,-18445,-20719,-18,2274,-0.12328544320954188
Apparel,CS601304XXL,-16521,-14531,-20827,-18,6296,-0.43328057256899044
Apparel,CS601305L,33378,30055,6942,6,23113,0.7690234569955082
Apparel,CS601305M,-24913,-22918,-25549,-22,2631,-0.11480059342001919
Apparel,CS601305S,15915,14542,8120,7,6422,0.4416173841287306
Apparel,CS601305XL,-3004,-4001,-24407,-21,20406,-5.100224943764059
Apparel,CS601305XS,-12614,-11785,-12719,-11,934,-0.07925328807806534
Apparel,CS601305XXL,-29228,-27822,-37056,-32,9234,-0.33189562216950613
Apparel,CS601306L,251776,230308,124915,301,105393,0.45761762509335324
Apparel,CS601306M,239854,220709,121595,293,99114,0.4490709486246596
Apparel,CS601306S,122357,111606,58930,142,52676,0.47198179309356125
Apparel,CS601306XL,213577,194128,95865,231,98263,0.5061763372620127
Apparel,CS601306XS,50324,44336,12865,31,31471,0.7098294839408156
Apparel,CS601306XXL,101706,92275,43990,106,48285,0.5232728257924681
Apparel,CS601306XXXL,92046,82725,64337,101,18388,0.22227863402840736
Apparel,CS601313L,93,89,0,0,89,1
Apparel,CS601313XL,-231,-196,-598,-1,402,-2.0510204081632653
Apparel,CS601326L,-457,-435,-6965,-7,6530,-15.011494252873563
Apparel,CS601326M,5612,4872,3980,4,892,0.18308702791461412
Apparel,CS601326S,-2690,-2544,-2985,-3,441,-0.1733490566037736
Apparel,CS601326XL,2464,2272,2985,3,-713,-0.31382042253521125
Apparel,CS601326XXL,78,0,0,0,0,NaN
Apparel,CS601327L,-16581,-14818,-12935,-13,-1883,0.12707517883655015
Apparel,CS601327M,-1107,-979,995,1,-1974,2.0163432073544434
Apparel,CS601327S,-18236,-16914,-13930,-14,-2984,0.1764218990185645
Apparel,CS601327XL,-1265,-1200,-995,-1,-205,0.17083333333333334
Apparel,CS601327XXL,-3684,-3433,-2985,-3,-448,0.13049810661229247
Apparel,CS601328L,-4394,-4091,-3582,-3,-509,0.12441945734539232
Apparel,CS601328M,-19074,-16818,-14328,-12,-2490,0.148055654655726
Apparel,CS601328S,-24853,-22783,-20298,-17,-2485,0.1090725540973533
Apparel,CS601328XL,-2942,-2712,0,0,-2712,1
Apparel,CS601329L,7,7,2388,2,-2381,-340.14285714285717
Apparel,CS601329M,1130,1009,0,0,1009,1
Apparel,CS601329S,-3306,-3123,-2388,-2,-735,0.23535062439961577
Apparel,CS601329XL,-4549,-4062,-3582,-3,-480,0.11816838995568685
Apparel,CS601329XXL,1299,1237,0,0,1237,1
Apparel,CS601330L,-1264,-1379,0,0,-1379,1
Apparel,CS601330M,-13207,-12052,-10818,-9,-1234,0.10238964487222038
Apparel,CS601330S,-2167,-1601,1202,1,-2803,1.7507807620237352
Apparel,CS601330XL,-8751,-8152,-7212,-6,-940,0.11530912659470069
Apparel,CS601330XXL,-4389,-4089,-3606,-3,-483,0.11812179016874541
Apparel,CS601331L,1245,1098,1172,1,-74,-0.06739526411657559
Apparel,CS601331M,4399,3928,3516,3,412,0.10488798370672098
Apparel,CS601331S,2759,2627,3516,3,-889,-0.33840883136657784
Apparel,CS601331XL,1476,1318,1172,1,146,0.11077389984825493
Apparel,CS601331XXL,15,14,0,0,14,1
Apparel,CS601332L,-3344,-3184,-3711,-3,527,-0.16551507537688442
Apparel,CS601332M,-11525,-10838,-11135,-9,297,-0.027403579996309282
Apparel,CS601332S,338,450,-2475,-2,2925,6.5
Apparel,CS601332XL,-4513,-4205,-1237,-1,-2968,0.7058263971462545
Apparel,CS601332XXL,97,0,0,0,0,NaN
Apparel,CS601333L,2409,2302,3516,3,-1214,-0.527367506516073
Apparel,CS601333M,-11017,-10226,-4688,-4,-5538,0.5415607275572071
Apparel,CS601333S,-34334,-31787,-26956,-23,-4831,0.15198036933337528
Apparel,CS601333XL,-4279,-3986,-3516,-3,-470,0.11791269443050677
Apparel,CS601333XXL,-5895,-5349,-4688,-4,-661,0.12357449990652458
Apparel,CS601334L,5853,4237,3160,2,1077,0.25418928487137127
Apparel,CS601334M,-16374,-14619,-12640,-8,-1979,0.1353717764552979
Apparel,CS601334S,-12801,-11006,-4740,-3,-6266,0.569325822278757
Apparel,CS601334XL,-12069,-10902,-7900,-5,-3002,0.2753623188405797
Apparel,CS601334XXL,-5847,-5448,-3160,-2,-2288,0.4199706314243759
Apparel,CS601335L,-3989,-3638,-3186,-3,-452,0.12424409015942826
Apparel,CS601335M,-13197,-12080,-6372,-6,-5708,0.4725165562913907
Apparel,CS601335S,-13449,-12008,-10620,-10,-1388,0.11558960692871419
Apparel,CS601335XL,-17671,-15777,-13806,-13,-1971,0.12492869366799772
Apparel,CS601335XXL,-3820,-3638,-3186,-3,-452,0.12424409015942826
Apparel,CS601336L,-3987,-3638,-3186,-3,-452,0.12424409015942826
Apparel,CS601336M,-11941,-10965,-9558,-9,-1407,0.12831737346101232
Apparel,CS601336S,83,0,0,0,0,NaN
Apparel,CS601336XL,1274,1124,1062,1,62,0.05516014234875445
Apparel,CS601336XXL,-1241,-1182,-1062,-1,-120,0.10152284263959391
Apparel,CS601337L,-13054,-13599,-6336,-6,-7263,0.5340833884844474
Apparel,CS601337M,-19039,-19386,-2112,-2,-17274,0.8910554008047045
Apparel,CS601337S,-7129,-5657,-3168,-3,-2489,0.43998585822874314
Apparel,CS601337XL,99,88,0,0,88,1
Apparel,CS601337XXL,6746,6566,6336,6,230,0.035028936947913494
Apparel,CS601338L,-11625,-10834,-8680,-8,-2154,0.19881853424404652
Apparel,CS601338M,-6256,-5958,-3139,-3,-2819,0.47314535078885533
Apparel,CS601338S,-2511,-2246,-2093,-2,-153,0.06812110418521816
Apparel,CS601338XL,1318,1177,1046,1,131,0.11129991503823279
Apparel,CS601338XXL,-1224,-1166,-1046,-1,-120,0.10291595197255575
Apparel,CS601339L,3709,2869,8468,8,-5599,-1.951551063088184
Apparel,CS601339M,6396,6483,8468,8,-1985,-0.306185407990128
Apparel,CS601339S,-7872,-7179,-6348,-6,-831,0.11575428332636857
Apparel,CS601339XL,-7706,-7179,-6348,-6,-831,0.11575428332636857
Apparel,CS601340L,8213,7972,9522,9,-1550,-0.194430506773708
Apparel,CS601340M,-6452,-5985,3175,3,-9160,1.5304928989139515
Apparel,CS601340S,38,180,0,0,180,1
Apparel,CS601340XL,1334,1191,1058,1,133,0.11167086481947942
Apparel,CS601340XXL,83,0,0,0,0,NaN
Apparel,CS601341L,-23428,-21785,-17502,-13,-4283,0.1966031673169612
Apparel,CS601341M,-4760,-4177,-2693,-2,-1484,0.35527890830739767
Apparel,CS601341S,-19871,-17574,-18849,-14,1275,-0.07255035848412428
Apparel,CS601341XL,-11957,-10779,-9422,-7,-1357,0.12589293997587903
Apparel,CS601341XXL,-16594,-15204,-13463,-10,-1741,0.1145093396474612
Apparel,CS601343L,1235,1176,1045,1,131,0.11139455782312925
Apparel,CS601343M,1235,1176,1045,1,131,0.11139455782312925
Apparel,CS601343S,0,0,0,0,0,NaN
Apparel,CS601343XL,-3668,-3493,-3135,-3,-358,0.10249069567706842
Apparel,CS601343XXL,-1223,-1164,-1045,-1,-119,0.10223367697594501
Apparel,CS601344L,-5958,-5458,-5080,-5,-378,0.06925613777940638
Apparel,CS601344M,-4002,-3795,-2032,-2,-1763,0.4645586297760211
Apparel,CS601344S,-4948,-4712,-2032,-2,-2680,0.568760611205433
Apparel,CS601344XL,-1244,-1182,-1016,-1,-166,0.1404399323181049
Apparel,CS601344XXL,-2616,-2409,-3048,-3,639,-0.26525529265255293
Apparel,CS601345L,-9900,-9802,-26418,-26,16616,-1.6951642521934298
Apparel,CS601345M,-40006,-37308,-47755,-47,10447,-0.2800203709660127
Apparel,CS601345S,631,490,-1016,-1,1506,3.073469387755102
Apparel,CS601345XL,158,0,0,0,0,NaN
Apparel,CS601345XXL,238,0,0,0,0,NaN
Apparel,CS601346L,-5822,-5288,-6070,-5,782,-0.1478819969742814
Apparel,CS601346M,-10213,-9547,-8498,-7,-1049,0.10987744841311407
Apparel,CS601346S,-12,-5,-1214,-1,1209,-241.8
Apparel,CS601346XL,-10170,-9343,-8498,-7,-845,0.09044204217060901
Apparel,CS601346XXL,-6345,-5586,-3642,-3,-1944,0.34801288936627284
Apparel,CS601347L,5865,5585,4840,5,745,0.13339301700984782
Apparel,CS601347M,-2026,-1929,-2904,-3,975,-0.505443234836703
Apparel,CS601347S,-5670,-5400,-4840,-5,-560,0.1037037037037037
Apparel,CS601347XL,-4936,-4407,-3872,-4,-535,0.1213977762650329
Apparel,CS601347XXL,924,825,0,0,825,1
Apparel,CS601348L,10804,10441,10830,10,-389,-0.03725696772339814
Apparel,CS601348M,3899,3949,8664,8,-4715,-1.1939731577614585
Apparel,CS601348S,-4043,-3686,-3249,-3,-437,0.11855670103092783
Apparel,CS601348XL,-4257,-3807,-3249,-3,-558,0.14657210401891252
Apparel,CS601348XXL,-3954,-3684,-3249,-3,-435,0.11807817589576547
Apparel,CS601349L,-20050,-18192,-9639,-7,-8553,0.4701517150395778
Apparel,CS601349M,-18911,-17074,-11016,-8,-6058,0.3548084807309359
Apparel,CS601349S,-453,69,4131,3,-4062,-58.869565217391305
Apparel,CS601349XL,-4000,-3378,0,0,-3378,1
Apparel,CS601350L,-1465,-1395,-1252,-1,-143,0.1025089605734767
Apparel,CS601350M,3175,2835,2504,2,331,0.11675485008818343
Apparel,CS601350S,1597,1426,1252,1,174,0.12201963534361851
Apparel,CS601354L,-22518,-20360,-12555,-9,-7805,0.3833497053045187
Apparel,CS601354M,-1688,-1389,1395,1,-2784,2.0043196544276456
Apparel,CS601354S,-4294,-4118,2790,2,-6908,1.6775133559980573
Apparel,CS601354XL,-3214,-2969,-2790,-2,-179,0.06028965981812058
Apparel,CS601354XXL,94,-16,0,0,-16,1
Apparel,CS601355L,-3441,-3278,-2878,-2,-400,0.12202562538133008
Apparel,CS601355M,-1700,-1619,-1439,-1,-180,0.11117974058060531
Apparel,CS601355S,-20718,-19309,-17268,-12,-2041,0.10570200424672432
Apparel,CS601355XL,-1683,-1603,-1439,-1,-164,0.10230817217716781
Apparel,CS601356L,-33649,-31824,-23028,-16,-8796,0.276395173453997
Apparel,CS601356M,-11985,-11123,-7196,-5,-3927,0.3530522341095028
Apparel,CS601356S,3847,3435,0,0,3435,1
Apparel,CS601356XL,152,36,0,0,36,1
Apparel,CS601356XXL,-1813,-1724,-2879,-2,1155,-0.669953596287703
Apparel,CS601357L,-1569,-1518,0,0,-1518,1
Apparel,CS601357M,-5188,-4396,-1647,-1,-2749,0.6253412192902639
Apparel,CS601357S,-26680,-23821,-14971,-9,-8850,0.3715209269132278
Apparel,CS601357XL,-5318,-4550,-3326,-2,-1224,0.269010989010989
Apparel,CS601358L,-51591,-46063,-29942,-18,-16121,0.3499772051321017
Apparel,CS601358M,-27919,-24928,-11644,-7,-13284,0.5328947368421053
Apparel,CS601358S,-27365,-24433,-3327,-2,-21106,0.8638317030245979
Apparel,CS601358XL,-2952,-2636,-1647,-1,-989,0.37518968133535663
Apparel,CS601358XXL,-1866,-1666,-1663,-1,-3,0.001800720288115246
Apparel,CS601366L,-12825,-11478,-34664,-43,23186,-2.0200383342045654
Apparel,CS601366M,529,247,-15314,-19,15561,63
Apparel,CS601366S,13080,11679,-1610,-2,13289,1.1378542683448924
Apparel,CS601366XL,-8095,-7951,-20106,-25,12155,-1.528738523456169
Apparel,CS601366XS,-23858,-21280,-24150,-30,2870,-0.13486842105263158
Apparel,CS601366XXL,-25552,-22392,-24154,-30,1762,-0.07868881743479814
Apparel,CS601366XXXL,1887,1651,1634,2,17,0.01029678982434888
Apparel,CS601367L,-1008,-960,-662,-1,-298,0.3104166666666667
Apparel,CS601367M,-3483,-3317,-3310,-5,-7,0.0021103406692794696
Apparel,CS601367S,835,745,662,1,83,0.11140939597315436
Apparel,CS601368L,60577,57693,46816,76,10877,0.18853240427781534
Apparel,CS601368M,65636,59504,51744,84,7760,0.13041140091422426
Apparel,CS601368S,53635,48583,44968,73,3615,0.07440874379927136
Apparel,CS601368XL,53539,49347,25020,45,24327,0.4929782965529819
Apparel,CS601368XS,19122,18211,5004,9,13207,0.7252210202624787
Apparel,CS601368XXL,71290,66008,49484,89,16524,0.2503332929341898
Apparel,CS6013696L,2252,2010,704,1,1306,0.6497512437810945
Apparel,CS601369L,1000,953,1324,2,-371,-0.38929695697796435
Apparel,CS601369M,-2884,-2746,-2648,-4,-98,0.035688273852876914
Apparel,CS601369S,-2516,-2247,-1986,-3,-261,0.11615487316421896
Apparel,CS601370L,-7669,-7304,-6850,-10,-454,0.062157721796276016
Apparel,CS601370M,298,284,0,0,284,1
Apparel,CS601370S,1726,1541,1370,2,171,0.11096690460739779
Apparel,CS601371L,2969,2827,1986,3,841,0.29748850371418467
Apparel,CS601371M,1359,1443,1324,2,119,0.08246708246708247
Apparel,CS601372L,21590,20136,8008,13,12128,0.6023043305522447
Apparel,CS601372M,18548,17665,14168,23,3497,0.19796207189357487
Apparel,CS601372S,15755,15005,12320,20,2685,0.1789403532155948
Apparel,CS601372XL,50668,47992,35206,58,12786,0.2664194032338723
Apparel,CS601372XS,14882,14084,12788,23,1296,0.09201931269525702
Apparel,CS601372XXL,28816,27753,20572,37,7181,0.2587468021475156
Apparel,CS601373L,11453,10908,6040,10,4868,0.4462779611294463
Apparel,CS601373M,3350,3190,2776,4,414,0.12978056426332288
Apparel,CS601373S,556,529,0,0,529,1
Apparel,CS601374L,490299,466144,358799,636,107345,0.23028291686689092
Apparel,CS601374M,498034,473638,365005,647,108633,0.22935870854956739
Apparel,CS601374S,228446,209627,159654,283,49973,0.23839009287925697
Apparel,CS601374XL,246575,227931,156270,277,71661,0.31439777827500426
Apparel,CS601374XS,63337,57235,27643,49,29592,0.5170262950991527
Apparel,CS601374XXL,88446,79737,70519,125,9218,0.11560505160715853
Apparel,CS601375L,98973,94264,97554,142,-3290,-0.03490197742510397
Apparel,CS601375M,124239,110533,108546,158,1987,0.017976531895452036
Apparel,CS601375S,71013,67631,62517,91,5114,0.0756162115006432
Apparel,CS601375XL,88752,79630,53222,83,26408,0.33163380635438905
Apparel,CS601375XS,59287,55067,38979,61,16088,0.2921531951985763
Apparel,CS601375XXL,60954,54549,46588,73,7961,0.14594218042493903
Apparel,CS601376L,2940,2625,2055,3,570,0.21714285714285714
Apparel,CS601376M,1879,1677,1490,2,187,0.11150864639236732
Apparel,CS601376S,-11324,-10111,-8940,-12,-1171,0.11581445949955493
Apparel,CS601377L,1672,1493,1370,2,123,0.08238446081714669
Apparel,CS601377M,-2689,-2386,-2055,-3,-331,0.13872590108968985
Apparel,CS601378L,-13,-13,2578,3,-2591,199.30769230769232
Apparel,CS601378M,6574,6261,12031,14,-5770,-0.921578022680083
Apparel,CS601378S,-8359,-7765,-6872,-8,-893,0.1150032195750161
Apparel,CS601379L,-52,-49,-700,-1,651,-13.285714285714286
Apparel,CS601379M,4014,3823,2800,4,1023,0.2675908972011509
Apparel,CS601379S,882,788,700,1,88,0.1116751269035533
Apparel,CS601380L,8658,8245,11872,14,-3627,-0.4399029714978775
Apparel,CS601380M,2162,2059,1718,2,341,0.16561437591063624
Apparel,CS601380S,-5019,-4780,-4295,-5,-485,0.10146443514644352
Apparel,CS601381L,-1507,-1435,-1236,-2,-199,0.13867595818815331
Apparel,CS601381M,8214,7298,6798,11,500,0.06851192107426693
Apparel,CS601381S,-1438,-1370,-700,-1,-670,0.48905109489051096
Apparel,CS601382L,26644,25375,17325,25,8050,0.31724137931034485
Apparel,CS601382M,2492,2373,2079,3,294,0.12389380530973451
Apparel,CS601382S,0,0,0,0,0,NaN
Apparel,CS601383L,4767,4540,3010,5,1530,0.3370044052863436
Apparel,CS601383M,4069,3875,3465,5,410,0.10580645161290322
Apparel,CS601383S,169,109,0,0,109,1
Apparel,CS601384L,-1313,-1250,-1574,-2,324,-0.2592
Apparel,CS601384M,1921,1830,1574,2,256,0.13989071038251366
Apparel,CS601384S,-4653,-4431,-3935,-5,-496,0.11193861430828256
Apparel,CS601385L,283108,262694,128399,313,134295,0.5112221824632462
Apparel,CS601385M,290225,269215,133322,325,135893,0.5047749939639322
Apparel,CS601385S,165643,152959,73840,180,79119,0.5172562582129852
Apparel,CS601385XL,147495,134245,57841,141,76404,0.5691385154009461
Apparel,CS601385XS,67844,62244,24613,60,37631,0.6045723282565388
Apparel,CS601385XXL,56360,51698,47840,65,3858,0.07462571085922086
Apparel,CS601386L,3088,2940,1484,2,1456,0.49523809523809526
Apparel,CS601386M,1983,1771,1574,2,197,0.11123658949745906
Apparel,CS601386S,980,875,787,1,88,0.10057142857142858
Apparel,CS601387L,9427,8978,14840,20,-5862,-0.652929382936066
Apparel,CS601387M,123,117,0,0,117,1
Apparel,CS601387S,894,851,740,1,111,0.13043478260869565
Apparel,CS601388L,-8630,-8219,-3104,-4,-5115,0.6223384840004866
Apparel,CS601388M,4137,3940,2904,4,1036,0.2629441624365482
Apparel,CS601388S,426,406,724,1,-318,-0.7832512315270936
Apparel,CS601389L,36244,33523,43456,56,-9933,-0.29630403006890793
Apparel,CS601389M,5461,5201,4356,6,845,0.16246875600845992
Apparel,CS601389S,-2579,-2456,-2172,-3,-284,0.11563517915309446
Apparel,CS601390L,27397,26092,34144,44,-8052,-0.3086003372681282
Apparel,CS601390M,-1615,-1538,-1452,-2,-86,0.055916775032509754
Apparel,CS601390S,775,738,0,0,738,1
Apparel,CS601391601392L,7244,6899,9659,4,-2760,-0.40005797941730686
Apparel,CS601391601392M,8571,7868,8272,4,-404,-0.05134722928317234
Apparel,CS601391601392S,9131,8368,5630,4,2738,0.3271988527724665
Apparel,CS601391L,13247,12616,0,0,12616,1
Apparel,CS601391M,-6386,-6081,-3380,-5,-2701,0.44417036671600063
Apparel,CS601391S,-2344,-2232,-1352,-2,-880,0.3942652329749104
Apparel,CS601391XL,20693,19698,2022,3,17676,0.8973499847700274
Apparel,CS601391XS,21048,20385,14858,24,5527,0.271130733382389
Apparel,CS601391XXL,3337,3178,3370,5,-192,-0.06041535556954059
Apparel,CS601392L,310034,287371,208272,309,79099,0.27525046020649263
Apparel,CS601392M,295769,273050,221079,328,51971,0.1903351034609046
Apparel,CS601392S,106270,96679,70772,105,25907,0.26796925909452934
Apparel,CS601392XL,105052,94979,45159,67,49820,0.5245370029164341
Apparel,CS601392XS,78976,72364,52574,78,19790,0.27347852523354155
Apparel,CS601392XXL,121181,111925,88297,131,23628,0.2111056511056511
Apparel,CS601393L,3370,3210,2921,4,289,0.09003115264797508
Apparel,CS601393M,-856,-815,-730,-1,-85,0.10429447852760736
Apparel,CS601393S,-4607,-4113,-3650,-5,-463,0.11256990031607099
Apparel,CS601394L,49581,44645,-5779,-8,50424,1.1294433867174376
Apparel,CS601394M,59036,53206,6502,9,46704,0.8777957373228583
Apparel,CS601394S,14504,13153,-10836,-15,23989,1.8238424693986164
Apparel,CS601394XL,-23831,-20385,-57120,-84,36735,-1.8020603384841796
Apparel,CS601394XS,-220,340,-9126,-13,9466,27.841176470588234
Apparel,CS601394XXL,16449,14724,702,1,14022,0.9523227383863081
Apparel,CS601395L,103953,93131,82351,114,10780,0.11575093148360911
Apparel,CS601395M,95178,85490,80184,111,5306,0.06206573868288689
Apparel,CS601395S,58551,53230,46230,64,7000,0.1315047905316551
Apparel,CS601395XL,55917,51013,29858,41,21155,0.414698214180699
Apparel,CS601395XS,78347,72505,46332,66,26173,0.3609820012412937
Apparel,CS601395XXL,99960,92207,68454,94,23753,0.25760517097400415
Apparel,CS601396L,8034,7651,5833,13,1818,0.23761599790877008
Apparel,CS601396M,-8851,-8429,-1591,-1,-6838,0.811246885751572
Apparel,CS601396S,6,6,0,0,6,1
Apparel,CS601396XL,-5022,-4783,-1591,-2,-3192,0.6673635793435082
Apparel,CS601396XXL,-1248,-1189,-1060,-2,-129,0.10849453322119428
Apparel,CS601397L,12645,12043,16968,33,-4925,-0.4089512579921946
Apparel,CS601397M,530,505,0,0,505,1
Apparel,CS601397S,6,6,0,0,6,1
Apparel,CS601397XL,69,65,0,0,65,1
Apparel,CS601397XXL,-1240,-1181,-1060,-2,-121,0.10245554614733277
Apparel,CS601398L,-807,-768,530,2,-1298,1.6901041666666667
Apparel,CS601398M,-3183,-3032,-2650,-5,-382,0.12598944591029024
Apparel,CS601398XL,1312,1250,1060,2,190,0.152
Apparel,CS601398XXL,640,610,530,1,80,0.13114754098360656
Apparel,CS601399L,-12298,-10431,-530,0,-9901,0.9491899146774039
